广东省各级公安机关2025年考试录用公务员职位表,,,,,,,,,,,,,,,,
招考单位,单位代码,招考职位,职位代码,职位简介,职位类型,录用人数,学历,学位,"研究生专业
名称及代码","本科专业
名称及代码","大专专业
名称及代码",是否要求2年以上基层工作经历,是否开展心理素质测评,是否限应届毕业生报考,其他要求,考区
德庆县公安局,2170007,二级警长以下,21700072546001 ,从事执法勤务工作,公安机关执法勤务职位,2,本科以上,学士以上,不限,不限,,否,是,应届毕业生,男性,肇庆
德庆县公安局,2170007,二级警长以下,21700072546002 ,从事公安文秘、调研、材料综合、宣传等工作,公安机关执法勤务职位,1,本科以上,学士以上,"汉语言文字学(A050103),新闻学(A050301),传播学(A050302),广播电视艺术学(A130305)","汉语言文学(B050101),新闻学(B050301),网络与新媒体(B050306),广播电视编导(B130305),播音与主持艺术(B130309),影视摄影与制作(B130311)",,否,是,应届毕业生,,肇庆
德庆县公安局,2170007,二级警长以下,21700072546003 ,从事警体训练、心理辅导、矫正等工作,公安机关执法勤务职位,1,本科以上,学士以上,"心理学(A0402),体育学(A0403)","体育学类(B0402),心理学类(B0712)",,否,是,应届毕业生,男性,肇庆
德庆县公安局,2170007,二级警长以下,21700072546004 ,从事执法勤务工作,公安机关执法勤务职位,1,本科以上,学士以上,法学(A03),法学(B03),,否,是,应届毕业生,男性,肇庆
德庆县公安局,2170007,二级警长以下,21700072546005 ,从事执法勤务工作,公安机关执法勤务职位,3,本科以上,学士以上,不限,不限,,否,是,否,男性,肇庆
德庆县公安局,2170007,二级警长以下,21700072546006 ,从事执法勤务工作,公安机关执法勤务职位,1,本科以上,学士以上,"公安学(A0306),交通运输工程(A0823)","公安学类(B0306),交通运输类(B0819)",,否,是,否,男性,肇庆
德庆县公安局,2170007,二级警长以下,21700072546007 ,外语翻译类职位;从事外语翻译、公安执法勤务工作,公安机关执法勤务职位,1,本科以上,学士以上,"英语语言文学(A050201),英语笔译硕士（专业硕士）(A050212),英语口译硕士（专业硕士）(A050213)","英语(B050201),缅甸语(B050216),越南语(B050223)",,否,是,应届毕业生,,肇庆
德庆县公安局,2170007,二级警长以下,21700072546008 ,从事执法勤务工作,公安机关执法勤务职位,2,大专以上,不限,不限,不限,不限,否,是,否,男性;面向“服务基层项目人员和退役大学生士兵”专门职位;录用后需在录用单位工作满5年,肇庆
德庆县公安局,2170007,警务技术二级主管以下,21700072547001 ,法医类职位;从事公安法医及物证检验等工作,公安机关警务技术职位,1,本科以上,学士以上,"公安技术(A0838),基础医学(A1001),临床医学(A1002)","公安技术类(B0831),基础医学类(B1001),法医学类(B1002),临床医学类(B1003)",,否,是,否,男性,肇庆
封开县公安局,2170008,指挥中心二级警长以下,21700082546001 ,从事公安文秘、调研、材料综合、宣传等工作,公安机关执法勤务职位,2,本科以上,学士以上,中国语言文学(A0501),文学(B05),,否,是,否,,肇庆
封开县公安局,2170008,刑事侦查大队二级警长以下,21700082546002 ,从事执法勤务工作,公安机关执法勤务职位,2,本科以上,学士以上,不限,不限,,否,是,应届毕业生,男性,肇庆
封开县公安局,2170008,治安管理大队二级警长以下,21700082546003 ,从事执法勤务工作,公安机关执法勤务职位,2,本科以上,学士以上,工学(A08),"经济学类(B0201),心理学类(B0712),电子信息类(B0807),计算机类(B0809)",,否,是,否,男性,肇庆
封开县公安局,2170008,基层派出所二级警长以下,21700082546004 ,从事执法勤务工作,公安机关执法勤务职位,4,本科以上,学士以上,不限,不限,,否,是,否,男性,肇庆
封开县公安局,2170008,巡逻警察大队二级警长以下,21700082546005 ,从事执法勤务工作,公安机关执法勤务职位,2,本科以上,学士以上,不限,不限,,否,是,应届毕业生,男性,肇庆
封开县公安局,2170008,网络警察大队二级警长以下,21700082546006 ,从事执法勤务工作,公安机关执法勤务职位,2,本科以上,学士以上,工学(A08),"经济学类(B0201),心理学类(B0712),电子信息类(B0807),计算机类(B0809)",,否,是,应届毕业生,男性,肇庆
封开县公安局,2170008,基层派出所二级警长以下,21700082546007 ,从事执法勤务工作,公安机关执法勤务职位,2,大专以上,不限,不限,不限,不限,否,是,否,男性;面向“服务基层项目人员和退役大学生士兵”专门职位;录用后需在录用单位工作满5年,肇庆
怀集县公安局,2170009,指挥中心二级警长以下,21700092546001 ,从事综合管理、文书撰写等工作,公安机关执法勤务职位,1,本科以上,学士以上,"文学(A05),图书情报与档案管理(A1205)","文学(B05),图书情报与档案管理类(B1205)",,否,是,否,,肇庆
怀集县公安局,2170009,交通警察大队二级警长以下,21700092546002 ,从事交通管理相关工作,公安机关执法勤务职位,2,本科以上,学士以上,工学(A08),"自动化类(B0808),计算机类(B0809),智能建造与智慧交通(B081112),交通运输类(B0819),美术学类(B1304),设计学类(B1305)",,否,是,应届毕业生,男性,肇庆
怀集县公安局,2170009,基层派出所二级警长以下,21700092546003 ,从事执法勤务工作,公安机关执法勤务职位,2,大专以上,不限,不限,不限,不限,否,是,否,男性;面向“服务基层项目人员和退役大学生士兵”专门职位;录用后需在录用单位工作满5年,肇庆
怀集县公安局,2170009,基层派出所二级警长以下,21700092546004 ,从事执法勤务工作,公安机关执法勤务职位,2,本科以上,学士以上,不限,不限,,否,是,否,男性,肇庆
怀集县公安局,2170009,怀集县看守所二级警长以下,21700092546005 ,从事监管场所执法等工作,公安机关执法勤务职位,2,本科以上,学士以上,不限,不限,,否,是,应届毕业生,男性,肇庆
怀集县公安局,2170009,经济犯罪侦查大队二级警长以下,21700092546006 ,从事经济犯罪侦查相关工作,公安机关执法勤务职位,1,本科以上,学士以上,理学(A07),"财政学类(B0202),法学类(B0301),数学类(B0701),物理学类(B0702),统计学类(B0711)",,否,是,应届毕业生,男性,肇庆
怀集县公安局,2170009,刑事侦查大队警务技术二级主管以下,21700092547001 ,从事刑事犯罪侦查相关工作,公安机关警务技术职位,1,本科以上,学士以上,计算机科学与技术(A0812),"计算机科学与技术(B080901),数字媒体技术(B080906),电子与计算机工程(B080909),网络空间安全(B080911)",,否,是,否,女性,肇庆
怀集县公安局,2170009,网络警察和信息通信大队警务技术二级主管以下,21700092547002 ,网络安全管理类职位;从事网络安全管理与执法相关工作,公安机关警务技术职位,1,本科以上,学士以上,信息与通信工程(A0810),"电子信息工程(B080701),通信工程(B080703)",,否,是,否,女性,肇庆
清远市公安局,2180001,警务保障处一级警员,21800012546001 ,金融财会类职位;从事会计、财务管理等工作,公安机关执法勤务职位,1,本科,学士,,"财政学类(B0202),会计学(B120203)",,否,是,否,,清远
清远市公安局,2180001,交通警察支队一级警员,21800012546002 ,从事案件侦查、一线执法勤务等工作,公安机关执法勤务职位,5,本科,学士,,"法学(B030101),司法警察学(B030106),公安学类(B0306),公安技术类(B0831)",,否,是,否,男性,清远
清远市公安局,2180001,交通警察支队二级警长以下,21800012546003 ,交通安全技术类职位;从事交通管理、一线执法勤务等工作,公安机关执法勤务职位,1,本科以上,学士以上,交通运输(A0847),"交通运输(B081901),交通工程(B081902),交通设备与控制工程(B081906),智慧交通(B081911),交通管理(B120407)",,否,是,应届毕业生,,清远
清远市公安局,2180001,交通警察支队一级警员,21800012546004 ,从事营房建设、财务管理、一线执法勤务等工作,公安机关执法勤务职位,1,本科,学士,,"工程管理(B120103),工程造价(B120105),工商管理(B120201),审计学(B120207)",,否,是,应届毕业生,男性,清远
清远市公安局,2180001,禁毒支队一级警员,21800012546005 ,从事检验鉴定、案件侦查等工作,公安机关执法勤务职位,1,本科,学士,,"化学(B070301),计算机科学与技术(B080901),化学工程与工艺(B081401),信息管理与信息系统(B120102)",,否,是,否,男性,清远
清远市公安局清城分局,2180002,监督室一级警员,21800022546001 ,从事公安财务、会计、审计等工作,公安机关执法勤务职位,1,本科,学士,,"法学(B030101),会计学(B120203),财务管理(B120204)",,否,是,否,,清远
清远市公安局清城分局,2180002,指挥中心一级警员,21800022546002 ,从事公安文秘、调研、宣传、新闻传播等工作,公安机关执法勤务职位,2,本科,学士,,"汉语言文学(B050101),新闻学(B050301),网络与新媒体(B050306)",,否,是,否,,清远
清远市公安局清城分局,2180002,指挥中心一级警员,21800022546003 ,信息通信类职位;从事指挥调度、信息网络维护、公安执勤等工作,公安机关执法勤务职位,1,本科,学士,,"计算机科学与技术(B080901),网络工程(B080903),网络安全与执法(B083108),信息管理与信息系统(B120102)",,否,是,否,男性,清远
清远市公安局清城分局,2180002,法制大队一级警员,21800022546004 ,从事公安法制、案件审核、公安执勤等工作,公安机关执法勤务职位,1,本科,学士,,法学类(B0301),,否,是,否,男性;通过法律职业资格考试,清远
清远市公安局清城分局,2180002,治安管理大队一级警员,21800022546005 ,物证检验及鉴定类职位;从事食品、药品和环境案件侦查工作,公安机关执法勤务职位,1,本科,学士,,"食品科学与工程(B082801),食品质量与安全(B082802),食品安全与检测(B082809)",,否,是,否,,清远
清远市公安局清城分局,2180002,经济犯罪侦查大队一级警员,21800022546006 ,从事经济犯罪侦查工作,公安机关执法勤务职位,1,本科,学士,,"投资学(B020304),互联网金融(B020309),应用统计学(B071102)",,否,是,应届毕业生,男性,清远
清远市公安局清城分局,2180002,交通警察大队一级警员,21800022546007 ,交通安全技术类职位;从事道路交通管理工作,公安机关执法勤务职位,1,本科,学士,,"材料成型及控制工程(B080203),智能制造工程(B080213),电气工程及其自动化(B080601),交通设备与控制工程(B081906)",,否,是,否,男性,清远
清远市公安局清城分局,2180002,基层派出所一级警员,21800022546008 ,从事基层派出所社区警务宣传工作,公安机关执法勤务职位,1,本科,学士,,"新闻学(B050301),传播学(B050304),网络与新媒体(B050306)",,否,是,否,男性,清远
清远市公安局清城分局,2180002,基层派出所一级警员,21800022546009 ,从事基层一线警务工作,公安机关执法勤务职位,2,本科,学士,,"法学(B030101),司法警察学(B030106),公安学类(B0306),公安技术类(B0831)",,否,是,否,男性,清远
清远市公安局清城分局,2180002,基层派出所一级警员,21800022546010 ,信息通信类职位;从事基层派出所信息管理工作,公安机关执法勤务职位,1,本科,学士,,"计算机科学与技术(B080901),信息安全(B080904),数据科学与大数据技术(B080910)",,否,是,2025届高校毕业生,男性,清远
清远市公安局清城分局,2180002,基层派出所一级警员,21800022546011 ,从事基层派出所社区警务宣传工作,公安机关执法勤务职位,1,本科,学士,,"汉语言文学(B050101),汉语言(B050102),新闻传播学类(B0503)",,否,是,应届毕业生,男性,清远
清远市公安局清城分局,2180002,基层派出所一级警员,21800022546012 ,从事基层派出所警体训练工作,公安机关执法勤务职位,2,本科,学士,,体育学类(B0402),,否,是,应届毕业生,男性,清远
清远市公安局清城分局,2180002,基层派出所一级警员,21800022546013 ,从事基层一线警务工作,公安机关执法勤务职位,3,本科,学士,,不限,,否,是,应届毕业生,男性,清远
清远市公安局清城分局,2180002,刑事侦查大队警务技术二级主管以下,21800022547001 ,法医类职位;从事法医工作,公安机关警务技术职位,1,本科以上,学士以上,法医学(A100105),法医学类(B1002),,否,是,否,男性,清远
清远市公安局清新分局,2180003,政工室一级警员,21800032546001 ,从事人事管理、新闻宣传、公安执勤等工作,公安机关执法勤务职位,1,本科,学士,,"中国语言文学类(B0501),新闻传播学类(B0503),人力资源管理(B120206)",,否,是,否,男性,清远
清远市公安局清新分局,2180003,指挥中心一级警员,21800032546002 ,信息通信类职位;从事指挥调度、信息网络维护、公安执勤等工作,公安机关执法勤务职位,1,本科,学士,,"电子信息类(B0807),计算机类(B0809)",,否,是,应届毕业生,男性,清远
清远市公安局清新分局,2180003,监督室一级警员,21800032546003 ,从事公安内部建设项目审计、公安执勤等工作,公安机关执法勤务职位,1,本科,学士,,"财政学类(B0202),管理科学与工程类(B1201),工商管理类(B1202)",,否,是,否,男性,清远
清远市公安局清新分局,2180003,治安管理大队一级警员,21800032546004 ,外语翻译类职位;从事外语翻译及基层一线执法勤务工作,公安机关执法勤务职位,1,本科,学士,,"英语(B050201),翻译(B050261),商务英语(B050262)",,否,是,否,,清远
清远市公安局清新分局,2180003,经济犯罪侦查大队一级警员,21800032546005 ,从事经济犯罪案件侦查、信息收集管理等工作,公安机关执法勤务职位,1,本科,学士,,"经济与贸易类(B0204),市场营销(B120202),电子商务类(B1208)",,否,是,否,女性,清远
清远市公安局清新分局,2180003,基层派出所一级警员,21800032546006 ,从事基层一线执法办案工作,公安机关执法勤务职位,1,本科,学士,,"法学(B030101),社会学(B030301),心理学类(B0712)",,否,是,应届毕业生,,清远
清远市公安局清新分局,2180003,基层派出所一级警员,21800032546007 ,从事基层一线执法办案、信息收集管理等工作,公安机关执法勤务职位,1,本科,学士,,"法学(B030101),政治学、经济学与哲学(B030205),新媒体技术(B080912)",,否,是,应届毕业生,女性,清远
清远市公安局清新分局,2180003,基层派出所二级警长以下,21800032546008 ,从事基层一线执法办案工作,公安机关执法勤务职位,3,本科以上,学士以上,不限,不限,,否,是,否,男性,清远
清远市公安局清新分局,2180003,网络警察大队警务技术二级主管以下,21800032547001 ,信息通信类职位;从事网络安全执法、技术应用、公安执勤等工作,公安机关警务技术职位,1,本科以上,学士以上,"信息与通信工程(A0810),计算机科学与技术(A0812),软件工程(A0835),网络空间安全(A0839)","数学类(B0701),统计学类(B0711),电子信息类(B0807),计算机类(B0809)",,否,是,应届毕业生,男性,清远
清远市英德市公安局,2180004,政工室一级警员,21800042546001 ,从事人事管理、教育培训、公安执勤等工作,公安机关执法勤务职位,2,本科,学士,,"哲学(B01),马克思主义理论类(B0305),教育学(B04),汉语言文学(B050101),公共管理类(B1204)",,否,是,否,男性,清远
清远市英德市公安局,2180004,警务保障室一级警员,21800042546002 ,从事警务保障、财务审计、后勤基建、公安执勤等工作,公安机关执法勤务职位,1,本科,学士,,"财政学类(B0202),数学类(B0701),建筑类(B0810),土木工程(B081101),工商管理类(B1202)",,否,是,否,男性,清远
清远市英德市公安局,2180004,警务保障室一级警员,21800042546003 ,从事公安警务保障、财务审计等工作,公安机关执法勤务职位,1,本科,学士,,"财政学类(B0202),金融学类(B0203),数学类(B0701),管理科学与工程类(B1201),工商管理类(B1202)",,否,是,否,女性,清远
清远市英德市公安局,2180004,指挥中心一级警员,21800042546004 ,从事警营文化宣传、通信保障、档案管理、公安执勤等工作,公安机关执法勤务职位,2,本科,学士,,"文学(B05),电子信息类(B0807),图书情报与档案管理类(B1205)",,否,是,否,男性,清远
清远市英德市公安局,2180004,指挥中心一级警员,21800042546005 ,从事警营文化建设、新闻发布、警务交流、公安执勤等工作,公安机关执法勤务职位,1,本科,学士,,"网络与新媒体(B050306),数字媒体技术(B080906),播音与主持艺术(B130309)",,否,是,否,男性,清远
清远市英德市公安局,2180004,刑事侦查大队一级警员,21800042546006 ,信息通信类职位;从事数据分析和案件侦查工作,公安机关执法勤务职位,3,本科,学士,,"电子信息类(B0807),计算机类(B0809),大数据管理与应用(B120107)",,否,是,应届毕业生,男性,清远
清远市英德市公安局,2180004,经济犯罪侦查大队一级警员,21800042546007 ,从事经济犯罪案件侦查工作,公安机关执法勤务职位,2,本科,学士,,"财政学类(B0202),金融学类(B0203),法学(B03),工商管理类(B1202)",,否,是,否,男性,清远
清远市英德市公安局,2180004,治安管理大队一级警员,21800042546008 ,物证检验及鉴定类职位;从事治安管理、食品药品环境犯罪案件侦查工作,公安机关执法勤务职位,2,本科,学士,,"环境科学与工程类(B0826),食品科学与工程类(B0828),生物工程类(B0829)",,否,是,应届毕业生,男性,清远
清远市英德市公安局,2180004,治安管理大队一级警员,21800042546009 ,从事出入境管理、行业管理、执法勤务办案工作,公安机关执法勤务职位,2,本科,学士,,"法学(B03),外国语言文学类(B0502),化学类(B0703),材料类(B0804),化工与制药类(B0814)",,否,是,否,男性,清远
清远市英德市公安局,2180004,巡逻警察大队一级警员,21800042546010 ,从事公安运动训练、执法勤务等工作,公安机关执法勤务职位,3,本科,学士,,"法学(B03),体育教育(B040201),运动训练(B040202),社会体育指导与管理(B040203),运动人体科学(B040205),运动康复(B040206),休闲体育(B040207),体能训练(B040208),运动能力开发(B040213)",,否,是,应届毕业生,男性,清远
清远市英德市公安局,2180004,交通警察大队一级警员,21800042546011 ,从事公安交通管理、设施管理维护、执法勤务等工作,公安机关执法勤务职位,1,本科,学士,,"机械类(B0802),自动化类(B0808),导航工程(B081303),交通运输类(B0819)",,否,是,否,男性,清远
清远市英德市公安局,2180004,森林警察大队一级警员,21800042546012 ,从事公安执法办案工作,公安机关执法勤务职位,3,本科,学士,,不限,,否,是,否,男性,清远
清远市英德市公安局,2180004,看守所一级警员,21800042546013 ,从事公安监管场所医疗保障、心理疏导等工作,公安机关执法勤务职位,2,本科,学士,,"心理学类(B0712),临床医学类(B1003),护理学类(B1005),药学类(B1010)",,否,是,否,男性,清远
清远市英德市公安局,2180004,城北派出所一级警员,21800042546014 ,信息通信类职位;从事公安基层执法办案和数据分析等工作,公安机关执法勤务职位,3,本科,学士,,"电子信息类(B0807),计算机类(B0809),大数据管理与应用(B120107)",,否,是,否,男性,清远
清远市英德市公安局,2180004,城北派出所一级警员,21800042546015 ,从事公安基层执法、社区警务等工作,公安机关执法勤务职位,3,本科,学士,,不限,,否,是,应届毕业生,男性,清远
清远市英德市公安局,2180004,城西派出所一级警员,21800042546016 ,从事公安基层执法、社区警务等工作,公安机关执法勤务职位,3,本科,学士,,不限,,否,是,应届毕业生,男性,清远
清远市英德市公安局,2180004,刑事侦查大队警务技术二级主管以下,21800042547001 ,法医类职位;从事法医工作,公安机关警务技术职位,1,本科以上,学士以上,法医学(A100105),"法医学类(B1002),临床医学(B100301)",,否,是,否,,清远
清远市连州市公安局,2180005,警务保障室一级警员,21800052546001 ,从事财务管理、队伍管理、公安执勤等工作,公安机关执法勤务职位,2,本科,学士,,"会计学(B120203),财务管理(B120204),人力资源管理(B120206)",,否,是,否,男性,清远
清远市连州市公安局,2180005,治安管理大队一级警员,21800052546002 ,从事出入境管理工作,公安机关执法勤务职位,1,本科,学士,,外国语言文学类(B0502),,否,是,应届毕业生,,清远
清远市连州市公安局,2180005,基层派出所一级警员,21800052546003 ,从事基层一线执法勤务工作,公安机关执法勤务职位,1,本科,学士,,法学类(B0301),,否,是,否,男性,清远
清远市连州市公安局,2180005,基层派出所一级警员,21800052546004 ,信息通信类职位;从事基层一线网络数据管理、公安执勤等工作,公安机关执法勤务职位,2,本科,学士,,"计算机科学与技术(B080901),网络工程(B080903),数据科学与大数据技术(B080910),网络空间安全(B080911)",,否,是,否,男性,清远
清远市连州市公安局,2180005,基层派出所一级警员,21800052546005 ,从事基层一线执法勤务工作,公安机关执法勤务职位,3,本科,学士,,不限,,否,是,否,男性,清远
清远市连州市公安局,2180005,基层派出所一级警员,21800052546006 ,从事基层一线执法勤务工作,公安机关执法勤务职位,4,本科,学士,,不限,,否,是,否,男性,清远
清远市连州市公安局,2180005,基层派出所一级警员,21800052546007 ,从事基层一线执法勤务工作,公安机关执法勤务职位,4,本科,学士,,不限,,否,是,应届毕业生,男性,清远
清远市佛冈县公安局,2180006,基层派出所一级警员,21800062546001 ,从事基层一线执法勤务工作,公安机关执法勤务职位,5,本科,学士,,不限,,否,是,应届毕业生,男性,清远
清远市佛冈县公安局,2180006,基层派出所二级警长以下,21800062546002 ,信息通信类职位;从事通信保障、公安执勤等工作,公安机关执法勤务职位,3,本科以上,学士以上,"信息与通信工程(A0810),计算机科学与技术(A0812)","电子信息类(B0807),计算机类(B0809)",,否,是,否,男性,清远
清远市佛冈县公安局,2180006,基层派出所二级警长以下,21800062546003 ,从事基层一线执法勤务工作,公安机关执法勤务职位,3,本科以上,学士以上,"法学(A0301),中国语言文学(A0501),计算机科学与技术(A0812)","法学类(B0301),中国语言文学类(B0501),计算机类(B0809)",,否,是,否,男性,清远
清远市佛冈县公安局,2180006,基层派出所二级警长以下,21800062546004 ,从事基层一线执法勤务工作,公安机关执法勤务职位,2,本科以上,学士以上,"法学(A0301),心理学(A0402),体育学(A0403)","法学类(B0301),体育学类(B0402),心理学类(B0712)",,否,是,否,男性,清远
清远市佛冈县公安局,2180006,指挥中心一级警员,21800062546005 ,从事公安宣传、文秘等工作,公安机关执法勤务职位,1,本科,学士,,文学(B05),,否,是,否,,清远
清远市佛冈县公安局,2180006,警务保障室二级警长以下,21800062546006 ,从事警务保障、公安执勤等工作,公安机关执法勤务职位,1,本科以上,学士以上,"土木工程(A0814),工商管理(A1202)","机械类(B0802),土木类(B0811),工商管理类(B1202)",,否,是,应届毕业生,男性,清远
清远市佛冈县公安局,2180006,交通警察大队二级警长以下,21800062546007 ,从事交通管理工作,公安机关执法勤务职位,1,本科以上,学士以上,"体育学(A0403),计算机科学与技术(A0812),交通运输工程(A0823)","体育学类(B0402),计算机类(B0809),交通运输类(B0819)",,否,是,应届毕业生,男性,清远
清远市佛冈县公安局,2180006,交通警察大队二级警长以下,21800062546008 ,从事交通管理工作,公安机关执法勤务职位,1,本科以上,学士以上,"法学(A0301),计算机科学与技术(A0812),交通运输工程(A0823)","法学类(B0301),计算机类(B0809),交通运输类(B0819)",,否,是,否,男性,清远
清远市佛冈县公安局,2180006,森林警察大队二级警长以下,21800062546009 ,物证检验及鉴定类职位;从事环境与食品药品犯罪侦查工作,公安机关执法勤务职位,1,本科以上,学士以上,"环境科学与工程(A0830),食品科学与工程(A0832),安全科学与工程(A0837)","环境科学与工程类(B0826),食品科学与工程类(B0828),安全科学与工程类(B0830)",,否,是,否,男性,清远
清远市阳山县公安局,2180007,政工室二级警长以下,21800072546001 ,从事党务、人事、保密等工作,公安机关执法勤务职位,1,本科以上,学士以上,"哲学(A01),工商管理(A1202)","政治学类(B0302),心理学类(B0712),公共管理类(B1204)",,否,是,应届毕业生,中共党员,清远
清远市阳山县公安局,2180007,指挥中心一级警员,21800072546002 ,从事公安文秘和信息管理工作,公安机关执法勤务职位,1,本科,学士,,"中国语言文学类(B0501),计算机科学与技术(B080901)",,否,是,否,,清远
清远市阳山县公安局,2180007,法制大队一级警员,21800072546003 ,从事公安法制、案件审核等工作,公安机关执法勤务职位,2,本科,学士,,法学类(B0301),,否,是,否,通过法律职业资格考试,清远
清远市阳山县公安局,2180007,经济犯罪侦查大队一级警员,21800072546004 ,从事基层一线执法执勤工作,公安机关执法勤务职位,1,本科,学士,,"经济与贸易类(B0204),公安学类(B0306)",,否,是,否,,清远
清远市阳山县公安局,2180007,基层派出所一级警员,21800072546005 ,从事基层一线执法执勤工作,公安机关执法勤务职位,2,本科,学士,,"法学(B03),体育学类(B0402)",,否,是,否,男性,清远
清远市阳山县公安局,2180007,基层派出所一级警员,21800072546006 ,从事基层一线执法执勤工作,公安机关执法勤务职位,2,本科,学士,,"计算机类(B0809),公共管理类(B1204)",,否,是,应届毕业生,男性,清远
清远市阳山县公安局,2180007,基层派出所一级警员,21800072546007 ,信息通信类职位;从事基层一线执法执勤、信息化建设等工作,公安机关执法勤务职位,2,本科,学士,,"电子信息工程(B080701),软件工程(B080902),网络工程(B080903),数据科学与大数据技术(B080910)",,否,是,应届毕业生,男性,清远
清远市阳山县公安局,2180007,秤架派出所一级警员,21800072546008 ,从事基层一线执法执勤工作,公安机关执法勤务职位,1,本科,学士,,"电子信息类(B0807),计算机类(B0809),工商管理类(B1202)",,否,是,否,男性;瑶族;录用后需在录用单位工作满5年,清远
清远市阳山县公安局,2180007,刑事侦查大队警务技术员,21800072547001 ,法医类职位;从事法医工作,公安机关警务技术职位,1,本科,学士,,"法医学类(B1002),临床医学(B100301)",,否,是,否,,清远
清远市连山壮族瑶族自治县公安局,2180008,基层派出所一级警员,21800082546001 ,从事公安执法勤务工作,公安机关执法勤务职位,1,本科,学士,,工商管理类(B1202),,否,是,否,壮族或瑶族;录用后需在录用单位工作满5年,清远
清远市连山壮族瑶族自治县公安局,2180008,基层派出所一级警员,21800082546002 ,从事公安执法勤务工作,公安机关执法勤务职位,1,本科,学士,,管理学(B12),,否,是,否,男性;壮族或瑶族;录用后需在录用单位工作满5年,清远
清远市连山壮族瑶族自治县公安局,2180008,基层派出所一级警员,21800082546003 ,从事公安执法勤务工作,公安机关执法勤务职位,1,本科,学士,,"法学类(B0301),公安学类(B0306),公安技术类(B0831)",,否,是,否,男性,清远
清远市连山壮族瑶族自治县公安局,2180008,基层派出所一级警员,21800082546004 ,从事公安执法勤务工作,公安机关执法勤务职位,2,本科,学士,,"法学类(B0301),政治学类(B0302),社会学类(B0303),新闻传播学类(B0503),心理学类(B0712),计算机类(B0809)",,否,是,否,男性,清远
清远市连山壮族瑶族自治县公安局,2180008,基层派出所一级警员,21800082546005 ,从事公安执法勤务工作,公安机关执法勤务职位,1,本科,学士,,"司法警察学(B030106),社区矫正(B030107),公安学类(B0306),体育学类(B0402),公安技术类(B0831)",,否,是,否,男性,清远
清远市连山壮族瑶族自治县公安局,2180008,基层派出所一级警员,21800082546006 ,从事公安执法勤务工作,公安机关执法勤务职位,1,本科,学士,,不限,,否,是,否,男性;壮族或瑶族;录用后需在录用单位工作满5年,清远
清远市连山壮族瑶族自治县公安局,2180008,刑事侦查大队警务技术员,21800082547001 ,法医类职位;从事法医工作,公安机关警务技术职位,1,本科,学士,,"法医学类(B1002),临床医学类(B1003)",,否,是,否,男性,清远
连南瑶族自治县公安局,2180009,法制大队一级警员,21800092546001 ,从事公安法制、案件审核等工作,公安机关执法勤务职位,1,本科,学士,,法学类(B0301),,否,是,否,通过法律职业资格考试,清远
连南瑶族自治县公安局,2180009,交通警察大队一级警员,21800092546002 ,从事财务管理、队伍管理等工作,公安机关执法勤务职位,1,本科,学士,,"财政学(B020201),会计学(B120203),财务管理(B120204),人力资源管理(B120206),财务会计教育(B120213)",,否,是,否,,清远
连南瑶族自治县公安局,2180009,交通警察大队一级警员,21800092546003 ,从事交通管理、交通宣传等工作,公安机关执法勤务职位,1,本科,学士,,"法学(B03),教育学(B04)",,否,是,否,男性,清远
连南瑶族自治县公安局,2180009,交通警察大队一级警员,21800092546004 ,从事基层中队执法执勤工作,公安机关执法勤务职位,1,本科,学士,,不限,,否,是,应届毕业生,男性,清远
连南瑶族自治县公安局,2180009,基层派出所一级警员,21800092546005 ,信息通信类职位;从事网络信息化管理和案件侦办工作,公安机关执法勤务职位,1,本科,学士,,"电子信息类(B0807),计算机类(B0809)",,否,是,否,男性,清远
连南瑶族自治县公安局,2180009,基层派出所二级警长以下,21800092546006 ,从事基层一线执法执勤工作,公安机关执法勤务职位,1,大专以上,不限,不限,不限,不限,否,是,否,男性;面向“服务基层项目人员和退役大学生士兵”专门职位;录用后需在录用单位工作满5年,清远
连南瑶族自治县公安局,2180009,基层派出所一级警员,21800092546007 ,从事基层一线执法执勤工作,公安机关执法勤务职位,2,本科,学士,,不限,,否,是,否,男性;瑶族;录用后需在录用单位工作满5年,清远
潮州市公安局,2190001,内设机构四级警长,21900012546001 ,信息通信类职位;从事公安信息化建设、网络安全管理、公安执法等工作,公安机关执法勤务职位,1,研究生,硕士,"理学(A07),工学(A08)",,,否,是,否,男性,潮州
潮州市公安局,2190001,内设机构二级警长以下,21900012546002 ,外语翻译类职位;从事越南语翻译工作,公安机关执法勤务职位,1,本科以上,学士以上,"越南语笔译硕士（专业硕士）(A050232),越南语口译硕士（专业硕士）(A050233)",越南语(B050223),,否,是,否,男性,潮州
潮州市饶平县公安局,2190002,看守所一级警员,21900022546001 ,从事监所管理工作,公安机关执法勤务职位,2,本科,学士,,"法学类(B0301),公共管理类(B1204)",,否,是,应届毕业生,男性,潮州
潮州市饶平县公安局,2190002,城南派出所一级警员,21900022546002 ,从事基层派出所执法勤务及新媒体设计宣传、警务交流工作,公安机关执法勤务职位,3,本科,学士,,"中国语言文学类(B0501),新闻学(B050301),设计学类(B1305)",,否,是,应届毕业生,男性,潮州
潮州市饶平县公安局,2190002,城北派出所一级警员,21900022546003 ,从事公安视听技术、警务数据工作及基层派出所执法勤务工作,公安机关执法勤务职位,3,本科,学士,,"电子信息类(B0807),计算机类(B0809)",,否,是,应届毕业生,男性,潮州
